Gene.symbol
CENPB
DAXX
RECK
TRERF1
SPARCL1
ROBO3
RFX5
BCL2
TAP1
PRPF38A
RNASE1
PGM3
RC3H1
SLC38A10
STK17B
S100A2
PANK2
RHPN2
HOPX
NMU
TICRR
CAPN15
RRBP1
KLHL15
AIFM1
CXCL11
GPR19
TMEM87A
SGO1
TOR3A
FAM210A
ERO1A
HMGN3
KCNMB1
SPAG4
MBOAT2
RASSF5
KCTD10
FAM83A
ALYREF
DBNDD1
PFDN2
CENPA
SERTAD4
KDM4A
RGS1
NAPEPLD
KRT16
ANLN
SERPINB1
TRAPPC5
CHEK2
PAPSS1
MCM6
BTC
LOC101927809
VCP
SMCHD1
KIF4A
FOPNL
CXADR
NREP
ABCD1
PPM1G
CXCL16
RNF145
CYP4B1
RFK
ZNRF1
MRPL17
PNP
ADIPOR1
BTG3
ELOVL6
PRDX4
FAM199X
ADA
MCTS1
SYAP1
EPS15
CNPY3
DCTPP1
TUBB6
TNS1
AIDA
CTPS1
COL12A1
MAPK13
QKI
SPC24
SLC20A1
ORAOV1
FANCC
GATA2-AS1
TLDC1
DNAJA4
DIRAS3
PAM16
ELK4
ZIK1
NTRK2
FEN1
SLTM
CNTNAP3
P2RY14
PAQR3
USP24
RRP1
CFAP43
TUBB
SDPR
RAB23
ANAPC7
GALNT2
GATM
KRT80
CDC25B
DCDC2
MAPKAPK2
UQCR10
IDO1
PRKAG2
LIMK2
KRT7
RPRD1A
PIK3C3
SRSF10
ZBTB4
F11R
VWA1
RAB3D
HNRNPU
AFG3L1P
HN1
CORO1C
LACTB
SP3
TOMM20
YIPF4
C16orf59
TKT
DMD
CISD2
AGFG1
ENSA
MAOB
SLC24A2
CD1A
AFAP1L2
C2orf68
CDC25A
SLFN13
ANKEF1
GNAQ
TPM3
MTDH
TP63
SLC25A10
KLHDC10
C1orf131
CLDND1
HIST1H2AK
TMEM107
ACTR3
OIP5
PPFIA1
CHSY1
UQCRQ
ALG8
ARFGAP3
FKBP7
PPP4C
TNFAIP6
PSMD8
RPA3
PRRC2C
NPTX2
IFNAR1
PADI2
PDK4
SLC4A2
RABL6
CALML4
EIF3M
IL18
PIK3CA
PAK2
NUP85
SEC14L1
OR2B6
ATP2C1
SLC37A2
KCTD9
CXCL14
SOX12
MAP1LC3B
TAF5
RNF138
CENPF
CCNE2
ESCO2
DHX34
COL11A1
MYO1C
FAM98A
NSMAF
KIDINS220
JTB
GNAS
TTK
PLRG1
PLXNA3
SOCS3
VIM
CEP57
FAM104B
RRP15
USP6NL
ZMYND19
CDT1
CENPW
WDR43
GTF2E1
PPP1R37
PIP
UBE2S
FBXO42
TMEM144
IRF9
RAB14
RAB11A
MRPL55
HOXC13
LRRC59
TAGAP
USP13
USP7
SZT2
CCDC150
RBM26
CORO2A
MBNL2
MON2
OGG1
PDZK1IP1
VANGL1
SON
HK3
NUDT1
ENTPD4
RNFT2
CXorf38
KIF23
SPSB1
AIMP1
KRT6B
TGIF1
PLPPR1
WTAP
ABHD13
PRPS1
KIF26B
C8orf76
CDCA4
ABCG2
COX6A1
COPG1
ATP10D
APEX2
HIST1H4H
COX17
C17orf62
CXCL5
TCP11L2
LAGE3
DIAPH3
PDE1C
RBP4
NOVA1
METTL21A
KIAA1143
PLOD2
DEDD
DDA1
MSANTD4
SCGB3A1
C11orf24
SLC16A10
SAC3D1
TOM1L2
GPRASP1
RBMS1
PRELID3A
CCDC158
PUSL1
COL5A1
CTLA4
SLC30A9
RALA
SH3GLB1
GSPT1
ZNF174
EFCAB1
EPN3
SF3B1
SNX27
RARRES1
CCDC88A
DIP2A
SCARB1
POLR2L
TSEN54
EPT1
CEP85L
MICU3
DRAP1
CST2
KIF18A
AP1S2
SKA3
CAMTA1
CACNB3
GRAMD3
RBMS3
ABHD12
PDIA4
AURKA
BCAS2
PI15
NPC1
EFNA3
ADAR
TPP2
GSK3B
TUBA1A
SEPHS1
SNRPA1
ZNF503
CDC7
GALNT18
HIST1H4J
PLSCR4
FMO5
SGMS2
EHMT2
SEMA5A
HSF1
C12orf49
AP2S1
EIF2AK1
SLC9A3R1
ZFAND5
S100A11
MRPS10
WDR20
LOXL2
CEP95
FAM198B
ATP2A2
BMS1P6
NVL
ATP2A3
PXMP4
CLNS1A
BCKDK
TRIM33
MME
MEG3
SLC27A6
HOXC8
NCK1
SLC31A1
PSME3
SRF
KLF3-AS1
ATG5
ZNF395
PLAGL2
HLF
HGD
ALDOA
MYC
KCTD15
MAPT
PIGT
UGT8
BCAT1
GLRX2
RASSF6
MSMO1
ARF4
XRN1
DKFZP586B0319
TMEM123
CIRBP
ARHGAP11A
LEMD2
RCN3
GPT2
TXNL1
SOGA1
VPS13A
ETV6
KHDRBS1
TDP1
PROSER1
NRDC
MED8
SYK
PSME4
SEPP1
TBC1D7
CSTB
NCAPD2
LMO4
MYL9
C1orf43
CCNC
AASS
ZNF471
FAM110A
IPO9
ZNF268
C3orf58
CRIPT
CNOT9
DBN1
TANC2
SRPRB
HIST1H2BC
KNSTRN
LRIG1
SEC61A2
CDC14A
DDX6
GJC1
FUCA2
ANKRD13B
PDIA6
JMJD1C
TP53RK
RERGL
SCYL1
PM20D2
ACP1
SLC25A27
NUSAP1
MPP3
AGTPBP1
ELN
KIF15
RERE
HOTAIRM1
CD109
TMEM147
MFSD6
TSPAN2
PTPRD
CDK12
PHKG2
TRIP13
BOLA1
KCNMB3
TMEM39A
MKI67
FAM162A
ZMYM2
CD163
MRPL19
STRIP2
HMGA1
TNPO3
KDM5B
CXCL12
HOXA2
NME5
ZBED2
E2F2
GTSE1
SCD5
DQX1
SMARCB1
B3GNT2
MAD2L1
ZAK
TFCP2L1
FAM20C
TCEB3
CD200
RSAD2
WISP1
SLC18B1
CTDSPL2
KPNA4
TMED3
ACBD3
PSENEN
MTMR12
KIAA1429
IFI27
RANBP6
ITM2A
OXLD1
MALL
GZMB
AZIN1
C1orf198
ZBTB20
CYHR1
PRPF4B
POLE
RET
CCDC125
APLF
TIMM10
S100A10
BMT2
CDC6
FAM189A2
PSPH
MMGT1
MRPS21
MIEN1
FAM64A
SVIP
XPNPEP3
GTF2E2
CDK2AP2
CD276
UROS
ZNF587
ENAH
GOLGA7
SCO2
MRPS34
SLC22A4
CAMK1D
NIN
IQGAP1
SCN7A
UBE2J1
CYSLTR1
CASK
PPL
U2SURP
KRAS
ELP3
ROBO4
MIDN
GGCX
DSG2
FBL
VOPP1
SUGP2
TMEM189-UBE2V1///TMEM189///UBE2V1
EIF4EBP1
EP300
CCSER1
C17orf89
OSGIN2
OPLAH
ABCF2
ZNF639
IDH3A
NUFIP1
TTC9C
BRMS1
AK2
PUS7
PTPRF
SUGT1P3
MBD5
SALL4
C4orf46
MAMLD1
STAG2
POLR1A
PDLIM5
SPAG9
SLFN11
CLEC5A
PPP6C
ZC3H6
CCDC14
NTMT1
BRMS1L
PGD
SORT1
DCBLD1
SSTR2
NUP98
TUSC2
RBM18
CDCA8
JADE2
IREB2
NDUFA6
PLCL2
ATPIF1
PIGU
AUP1
NANOG
LRR1
TNFAIP8
PRSS12
LRRC14
OTULIN
LSM7
BCLAF1
BRIP1
ABCC5
CCNB1
ZYG11A
NUP62
CDC42BPA
HIST1H1C
TMEM61
FIBP
EIF1AD
3-Mar
C2
NASP
KCTD20
TBRG1
TM4SF1
C22orf29///GNB1L
HRAS
ASPN
FAM122B
SLC2A4RG
RERG
LGALS1
STX1A
PDCD2
FKBP3
ZC3H7A
TMOD3
OXTR
SMYD1
HOXA3
DNAH14
ACLY
DMKN
SNRPD3
PLCG2
KDELR3
MEA1
COQ2
ALDH6A1
DCAF13
ST3GAL1
SHPRH
DCUN1D5
INTS7
CNOT7
MCM10
ESPL1
TRIM25
APH1A
C18orf25
NAPG
KIF14
ZNF500
LYST
SLC38A6
ZNF706
RNF125
GAS1
NKX3-2
MCM8
VAX2
ARRDC2
HSF2
DNA2
WNT2
FAM50A
SLC39A7
HNRNPA3
STIL
SLF2
CRMP1
YY1
ATIC
TRIP11
PROS1
TAF12
SYNGR2
KNOP1
ATP6V1C1
MRPL36
IFITM1
PICALM
CSNK2A2
STAT5A
PRKD1
TRABD2B
PSMD14
MSTO1
SEMA6A
CDKN2A
CDH19
USP32
SCAF8
ABHD16A
NEDD1
MRPL27
BUB1
COPZ1
TRIM2
CASC7///AGO2
LY96
TRIM11
LBH
LIN7C
DOLK
N4BP3
SORBS1
RPL39L
TRIP12
N4BP2L1
DENND2C
GSTP1
GNL3
RANBP1
ELF5
COL4A6
TM7SF2
YKT6
RBM33
NEMP1
SEPT7P2
MICAL2
AP3D1
MT2A
ZNF407
RABIF
LOC100130417
CX3CR1
RAD51D
ATP6V0C
CYP7B1
ZC3HAV1
RAB25
NCDN
JMJD4
LPCAT1
COMMD2
DGKH
IMPDH1
ASPA
METTL7A
FHIT
MIF
RIC1
LOC81691
OXSR1
SWAP70
LYN
PDCD2L
HNRNPD
STX6
BDH2
LRP12
CARD6
VSTM2A
ZNF853
NCOA2
MPHOSPH9
PNPT1
ZZZ3
GTF2IRD1
STOML1
KCNAB1
TCEAL7
GEMIN4
ATP6AP2
NDC80
PTH2R
KIAA0907
PTPN22
TROAP
TMEM268
TTC26
FKBP4
NCSTN
FAM118A
SIPA1L2
OMD
PSMC2
TIMM50
P4HA1
RAD21
PRICKLE2
RFC1
TOR1AIP2
SEC24D
ZNF696
HNRNPLL
C1orf122
CHAF1B
CCL28
TECPR2
SMCO4
FOXM1
GPSM2
PIGX
FBXO22
SIGLEC1
MSL3
KLRG2
BICD1
METTL13
RBM4
SOCS2
BAIAP2L1
ACADVL
RRP36
ITM2C
ASCL2
GOT1
MITF
SMG7
SRFBP1
CCDC167
PIR
KIAA1551
SLC39A1
OXCT1
AGPS
NEK2
INSIG1
IGF2BP2
CALR
PPP2CA
DDX3X
GDI1
EBP
CENPN
FBXO28
P3H1
SFT2D2
PPP2R2C
TMEM106B
TBX1
CBS
CDCA3
KMO
RBBP6
ATP6AP1
TBC1D32
STARD4
NXN
SERPINH1
PTK6
GMNN
UBE2K
PIK3CB
SAT2
NAV3
RBM17
TMEM104
2-Sep
GMPS
S100P
EPRS
CHDH
PRAF2
MRPS15
CYB5B
ENY2
SPHK2
MRPL13
HS6ST3
CKS1B
PUM1
ELF3
KCTD13
ATF7IP
S100PBP
HIBCH
HPCAL1
MXD1
ENTPD7
PMEPA1
VAV2
CLIC4
PTP4A1
RTCA
H2AFJ
ZDHHC9
SCAF4
KIAA1211
TPM4
PTN
MID1
NRM
PKN2
RAD23B
TRMT1L
RNF10
LOC105372255
RAB18
KIF13B
MST1R
NDC1
CELF1
MTBP
CD34
ZBED5
ANKRD22
NCAPH
EVPL
SLC7A11
MCPH1
GEMIN6
BFAR
MAST4
H2AFY
SDF2L1
SLC9A6
TLE1
APOL6
MELTF
ERBB4
CAPS
CDC20
HMGB3
C11orf58
PRR11
ONECUT2
ERBB2
NUDT5
B4GALT4
SUGT1
SHISA5
PDLIM3
MAPK1
VIPR1
TOP2A
PLK1
UHRF1
ITPR3
CYC1
TSC22D2
HGH1
TMEM220
CEP152
ANAPC11
CAMSAP2
MC1R
L3MBTL3
DYNC1LI2
KIAA1841
SREBF1
TRIB3
UGGT2
HELLS
METTL8
PERP
ETV7
MTFR2
HELB
IFIH1
CMYA5
ZWILCH
RNF181
PDXK
DPY19L4
SLAIN2
ARIH1
FAM69B
PCDH9
TRIM24
MANF
HUWE1
POP7
NDUFB11
PDK1
PRKD3
ARHGAP20
SLC25A26
VGLL1
BAX
TBCD
COL3A1
ANKRD36B
FAM155A
MTSS1
FDX1L
RUVBL1
MAP2K6
CHMP4C
VPS26A
SLC50A1
HOMER1
CENPE
COX20
EDNRB
PARP14
KDELR2
PPP2CB
LOC105379426
ACO2
NACC1
EIF3G
TMCO1
RDH16
LAMA3
IRX2
SLC7A6
SSBP1
SNX16
FGF14
PLEKHA5
FBXO9
GART
MRPL24
ELAVL1
FHL1
ITGA11
KNL1
PIK3C2G
MIA3
RNASET2
GUSB
PRRC2A
TINCR
DEPDC1B
NOP10
SKI
FLJ10038
NTN4
DSCR3
SPATA18
FTO
MRPS26
KRR1
EXOSC3
ZFP41
CENPQ
PPP4R3B
FAM124B
E2F1
SQLE
KMT2A
C17orf80
TRA2B
RHEB
FAM107B
AIM2
HTATIP2
RAB10
SLC12A8
DCUN1D2
NIPAL3
PLEKHA6
STK35
BRD7
AGGF1
SLC2A1
UBE2G1
FOSL2
GTPBP3
PTP4A2
EMC10
NIP7
HIST1H2AM
TOP1
NDN
PRPF38B
UBE2L6
KMT2C
ARL6IP1
RGN
PFN1
TXNL4A
RER1
CD55
ACOT7
KCNJ16
SLC25A22
ULK3
DSN1
