Gene.symbol
TUBB6
SLC2A10
NRN1
TMEM132A
RARRES3
EHBP1
STXBP1
UBD///GABBR1
CCL15-CCL14///CCL14
EFNA4
CANT1
COL10A1
SLC39A6
ZNF423
SCAMP1
GULP1
RECK
FAM13A
LOC101930168///LOC100509620///AQP7
LINC01140
COL1A1
SDC2
RCBTB2
MARCKSL1
TIMM17A
CA3
RRM2
TRPS1
KRT8
SYNE1
HMMR
GNG11
SORBS1
SLIT3
AGR2
RETSAT
ACSL1
PBK
SSPN
HCAR3
RGCC
RAD54B
ASPA
LEP
ECHDC3
MIR6756///MCAM
HMGB3
TACC1
TNXB///TNXA
CDH1
AKR1C1
DDR2
VAMP8
ADM
IDH2
PSMA5
S100A4
CYB561
TGFBR2
BUB3
TK2
CERS6
MMP13
TNMD
FAXDC2
MTHFD2
LAMA4
TACSTD2
ZFPM2
TRIM27
SDPR
SNRPB
MFAP4
TGFBR3
BAZ1A
RBP4
KANK2
TIMP4
S100P
NANS
ID4
CLU
MGLL
MIR4745///PTBP1
FOXO1
CIDEC
HSPB7
KLF2
FOLR2
AOC3
NR3C1
HNRNPA3
IL6R
TOB1
STIL
CYR61
RRAGD
CEACAM6
SLC19A3
CSRP2
MCM4
LTF
PLPP1
LTBP4
SYNPO
TFAP2A
EHD2
PTEN
PDZD2
OGN
RFX5
CXCL12
PLTP
ROCK2
ERBB2
MRAS
SRSF8
TPBG
DPT
S100B
PDE3B
AKR1C3
IGFBP6
CRYAB
C1orf106
ITGB1BP1
GPR89A///GPR89B
CFB
GABARAPL1
DHCR7
GABARAPL3///GABARAPL1
KAT2B
LAMP2
HSPB2
PCK1
HBB
KANK1
PLIN1
ATP1A2
CEP55
ADGRL4
MIF
C4B_2///C4B///C4A
TIPRL
H2AFZ
SUN2
CDK1
PLEKHF2
GAS1
HNRNPAB
POSTN
TPPP3
ITGA7
DUSP1
MZT2B
QKI
TLN2
RPN2
PAICS
SAP30
ITGB4
TXNIP
METTL7A
HMGCR
ADH1B
EXOSC7///CLEC3B
CAST
HMGN1
ME1
SHMT2
ERAP1
DPYSL2
MIR22///MIR22HG
CRYBG3
FN1
ADGRA2
FUBP1
FBLN2
LAMC1
MAP7
KRT19
GPC3
FZD1
ABCA1
CXCR4
ECHDC1
GPD1
CSNK2A1
TRIM14
EBF2
PTRF
HSPA12A
ACSM5
CXCL2
NTRK2
C1orf115
NPR3
TIMP3
ZCCHC24
FAM208B
SAA2///SAA1
FOXN3
DHX9
MAGED2
MYO6
PTPN21
SLC16A7
MIR7703///PSME2
ENAH
GYG2
CAND1
TMEM206
PTPRM
LEPROT///LEPR
LOC101930416///LOC101929792///LOC100996724///PDE4DIP
ENPP2
RBFOX2
SEMA3G
MDK
RRAS2
GINS2
G0S2
ARHGEF6
CDK2
LAMA2
CDO1
S100A14
EPM2AIP1
""
NDN
TMEM100
PLSCR4
PLA2G16
CDKN1C
COBLL1
CEBPA
CELSR1
RER1
IRAK3
F3
IRS2
PPP1R15A
ABCA6
STK26
GRK5
DIAPH2
PCNA
LOC101929500///CRIM1
VGLL3
CFD
SKAP2
SASH1
SERPING1
FKBP4
ANXA1
PNPLA2
RAB25
RARRES2
SOBP
EGFR
SYNE3///LINC00341
COL1A2
BLOC1S1-RDH5///RDH5
GTSE1
C10orf10
TRIM24
TNS1
STX12
AK2
REV3L
LARP6
GHR
CSE1L
EPS15L1
KRT15
NDC80
MMD
ASPH
ZWINT
KRT17///JUP
RNASE4
SLC38A1
RTN1
TMEM41B
PRSS8
ZEB2
OSBPL1A
LAPTM4B
FZD4
ANGPT1
SPP1
SEC24D
TF
HIST1H2BK
CTIF
ARFGEF1
AURKA
ZBTB20
VIM
CCNA2
NACC2
TOX3
LOC101927137///CCT3
FEN1
RNASE1
MFAP5
ZNF106
CAT
8-Sep
ABLIM1
HSPH1
CAV2
MSH6
STC2
KCTD12
PMAIP1
CA4
GOT2
GSN
CSDE1
DKK3
TNS2
STAT5A
HSPA5
FGFR1
SLC22A3
ZBTB16
HBA2///HBA1
ATP2B4
MRPS30
11-Sep
CDKN2C
PGM1
ENC1
CDS1
SEPP1
MTMR1
LOC101930400///AKR1C2
BMP2
CD9
ADGRF5
P2RY14
MTPAP
HIPK2
AGPAT2
GNAI1
EFEMP1
ACAA2
SOX9
MT1H
PALM2-AKAP2///AKAP2
RHOBTB3
ICAM2
AQP1
KRT18
FABP4
APOD
PRC1
INTS8
MAPKAPK2
AGTR1
UBE2E3
ADH1C
ACTR2
CBX3
FAM107A
ARHGEF40
PINK1
FHL1
TMEM97
FERMT2
LDHB
NMT2
RAD21
APOLD1
ENSA
LIPE
PCOLCE2
CYP2U1
DNAJC12
CKS2
MEOX2
EIF1
ACACB
CDC20
BIN1
JUN
CDC14B
BZW2
CLDN5
CCNE2
SGCE
CIDEA
H2BFS
ABLIM3
LPL
DTL
CENPF
CALM3///CALM2///CALM1
SERPINF1
LOC101927733///HMGN1
EZH2
EDNRB
ALDH3A2
MYB
EPCAM
SAA2-SAA4///SAA2///SAA1
ESR1
NPY1R
BHMT2
EMP1
PLPP3
TCERG1
EPRS
MCAM
PRELP
BCL2L2
CD36
KLF4
SOS1
IL33
EDEM3
CKMT1A///CKMT1B
LY75
LYVE1
EFEMP2
ETFB
TWIST1
PALMD
RSAD2
COL11A1
ADIRF
IFI6
CA12
DNAJB4
PARVA
HLF
PSME4
SLC35G2
PRR11
PLA2G4A
ITIH5
VLDLR
TSPAN13
ANGPTL2
PLCL2
RBPMS
COL6A1
FMOD
IL11RA
MBD4
IGF1
FXYD3
STAT1
GPX3
TMEM47
S1PR1
RHOQ
ALDH3B2
PLPP2
FOS
LOC100653057///CES1
SDC1
MME
PDZRN3
ECM2
GATA3
FYN
ATP8B1
SNX1
INTS7
GOLM1
ADAMTS1
SRPK1
VWF
MYL9
MIR452///MIR224///GABRE
GCH1
KLF9
MUC1
MAP4
ANGPTL4
COPG2IT1
PID1
DENND2A
UGCG
PCSK5
SIK2
MDFIC
ANKRD36
INHBA
FAM47E-STBD1///FAM47E///STBD1
HNMT
SAP18
PCDH9
LY75-CD302///CD302///LY75
MELK
PCYOX1
KCNAB1
PPARG
CLGN
ALDH2
PPP1R1A
DCN
SLC20A1
TEK
DLC1
LGALS3
ZNF107
CDH5
HIST2H2AA4///HIST2H2AA3
ASPM
CAV1
BCL2
PAFAH1B3
AKAP12
HBG2///HBG1
ABCA8
MSMO1
FBLN5
MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1
ID1
ACTR3
LHX6
LHFP
PLAGL1
MEST
ERG
CD24
SOX4
FARP1
PFKFB3
BNIP3L
LPAR1
TFF3
LIMCH1
FSTL1
TMPO
HNRNPC
EPAS1
ALDH6A1
KCNJ8
CELF2
MT1X
PECAM1
LRRC1
UBXN4
TPD52
PPM1H
CCDC69
TOP2A
SVEP1
SRSF1
ADAMTS5
FMO2
NID1
SMARCC1
CFH
LOC100506558///MATN2
PRELID3B
AMOTL2
MIR8085///BCL3
SPTBN1
TCF4
ADIPOQ
NEK2
FOSB
RAD51AP1
DMD
CYB5R3
DHRS3
GPSM2
PIR-FIGF///FIGF
DST
MAFF
EPB41L2
MAF
RBMS1
LDB2
CXCL14
SAMD4A
GALNT7
PRUNE1
RGN
MEOX1
FGF2
CPM
EGR1
PDE2A
PTGER3
MAOA
CXADR
SPINT2
SRPX
CHRDL1
PRKAR2B
PPP2R1B
ALDH1A1
MIR4640///DDR1
OVOL1
ALDH1L1
SNRPA1
LPCAT1
WASF3
10-Sep
COX7A1
ITGA1
SMC4
LRRD1///CYP51A1
DIXDC1
ACKR3
NOVA1
SNX10
ITSN1
PKIG
