Gene.symbol
C16orf86
ATR
NAP1L2
LOC101060386///BOLA2///SMG1
MRPL16
RPL3
TOMM20
AUTS2
LPCAT1
DCTN4
H2AFX
CHCHD2
MED6
DZIP1L
RPL7
ABHD10
CEP70
ADGRF5
PCYOX1
SLC35D2
ZNF638-IT1///ZNF638
GRIK3
ZFAS1
ATP13A5
TMEM100
XPNPEP3
NDUFB6
MTHFR
SLC2A14///SLC2A3
TPM4
THAP9-AS1
PFDN5
LY75-CD302///CD302///LY75
ZNF22
ZER1
DGUOK
KLHL21
MMRN2
HIKESHI
SMNDC1
LOC100507855///AK4
BCL10
NEDD4L
FAM72A///FAM72D///FAM72B///FAM72C
TP53AIP1
LOC401585
NPR2
SVEP1
FGF1
CSRNP3
DDX11
WDR6
LOC642846///DDX12P///DDX11
APCDD1
PALM2-AKAP2///AKAP2
NUF2
IKZF5
CPED1
COX4I1
UHRF1
TEF
IGH
RBM41
DIMT1
KIAA0141
LRRC15
TPP2
GPC3
SNORD114-3
PGM3
MRPL30
TPT1-AS1
DNASE1
PRR11
MIR6883///PER1
EAPP
ZNF219
PPARA
BLOC1S1
SAMD1
PLPP4
MMD
MAT2B
GPATCH2
PDCL
SPAG7
LOC643733
PIR-FIGF///FIGF
MAST4
C11orf58
MRTO4
LSM7
GGA2
FAM208B
ESD
ARHGAP18
COL6A1
FAM3D
HOXA10-HOXA9///MIR196B///HOXA9
CCDC14
TSPAN7
PCK1
ARID4B///RBM34
PTGR1
CITED1
RUSC1
PLPP3
RNF7
DAAM2
ISM1
KLHL13
ZNF93
LYRM9
GPD1
ZNF654
ACACB
GPR146
TYRO3
TNFRSF10B
LOC100507424///ITFG2
PTGIS
HCG18
CHL1
ADAMTS1
STAT5B
CAV1
TGFBR3
DERL2
FGF7P3
AOC3
SAA2-SAA4///SAA2///SAA1
CPM
SNRPA1
MELK
RABGEF1
ALDH1L1
CDCA5
LOC100506548///RPL37
MRPL12
ABCA1
PNPLA4
YAE1D1
FOXP2
PLAGL2
DYNC1LI2
SOX7
GPX4
FAM43A
SLIT3
HYI
LRRN4CL
LINC00663
TFPI
FNDC1
GBF1
BRCA2
ARMCX5-GPRASP2///GPRASP2
NMT2
EIF4B
CDC42EP2
EGF
LOC101928635///ALDH1A2
GALNT16
PARD3B
CDKN2AIP
CDC14B
CLU
ATF2
COL1A1
RBMS3
TCF3
MFGE8
KRR1
MAPK11
RPL5///SNORD21
PALMD
NAT8L
NOTCH4
NUP50
ATXN7L1
LIFR
EDNRB
CNTNAP3B///CNTNAP3
PIGV
OAZ3
ETNK1
ACOX1
SEC61A2
RNF103
OSGEPL1
ZNF174
PNPLA2
LSR
TOPBP1
CEMIP
CNRIP1
SMIM7
TXNDC15
GTF2F1
RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17
CENPI
SMIM11A
CEP350
MALAT1
GEN1
TRIM4
TERF2
KCMF1
ZDHHC3
BLOC1S1-RDH5///RDH5
MPHOSPH10
NOP58
SASH1
ABHD5
GYPC
USP30
TMEM241
MMP11
PRDM11
LINC00667
RPL34
INTS10
RBM3
GATAD2B
PASK
CYYR1
GJA4
MIR4657///PURB
RASL10A
SH3BP5
EZH1
TMEM237
DNAJC2
OSBPL1A
WWP2
FADS3
KCNC4
SNCA
MED7
